#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP4808	Endochondral ossification with skeletal dysplasias	5	62	1.21	0.73	0.0019	9606.ENSP00000283147,9606.ENSP00000295113,9606.ENSP00000361850,9606.ENSP00000378517,9606.ENSP00000497069	BMP6,FRZB,PLAU,SPP1,IGF1R
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	5	66	1.18	0.73	0.0019	9606.ENSP00000306512,9606.ENSP00000312002,9606.ENSP00000385675,9606.ENSP00000389326,9606.ENSP00000412237	CXCL8,HAVCR2,IL6,ACE2,IL10
WP5322	CKAP4 signaling pathway map	6	114	1.02	0.69	0.0019	9606.ENSP00000009530,9606.ENSP00000162749,9606.ENSP00000361850,9606.ENSP00000370542,9606.ENSP00000376943,9606.ENSP00000385675	CD74,TNFRSF1A,PLAU,SDC1,BCL2L11,IL6
WP3617	Photodynamic therapy-induced NF-kB survival signaling	4	34	1.37	0.75	0.0021	9606.ENSP00000162749,9606.ENSP00000294728,9606.ENSP00000306512,9606.ENSP00000385675	TNFRSF1A,VCAM1,CXCL8,IL6
WP4329	miRNA role in immune response in sepsis	4	37	1.33	0.71	0.0027	9606.ENSP00000294728,9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000412237	VCAM1,CXCL8,IL6,IL10
WP4806	EGFR tyrosine kinase inhibitor resistance	5	83	1.08	0.64	0.0039	9606.ENSP00000301178,9606.ENSP00000331831,9606.ENSP00000376943,9606.ENSP00000385675,9606.ENSP00000497069	AXL,GAS6,BCL2L11,IL6,IGF1R
WP3646	Hepatitis C and hepatocellular carcinoma	4	48	1.22	0.61	0.0060	9606.ENSP00000295113,9606.ENSP00000306512,9606.ENSP00000384849,9606.ENSP00000385675	FRZB,CXCL8,CDKN1A,IL6
WP4493	Cells and molecules involved in local acute inflammatory response 	3	17	1.55	0.64	0.0060	9606.ENSP00000294728,9606.ENSP00000306512,9606.ENSP00000385675	VCAM1,CXCL8,IL6
WP3611	Photodynamic therapy-induced AP-1 survival signaling	4	50	1.2	0.6	0.0063	9606.ENSP00000162749,9606.ENSP00000376943,9606.ENSP00000384849,9606.ENSP00000385675	TNFRSF1A,BCL2L11,CDKN1A,IL6
WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	8	301	0.72	0.51	0.0063	9606.ENSP00000261405,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000378517,9606.ENSP00000379111,9606.ENSP00000384849,9606.ENSP00000495951,9606.ENSP00000497069	VWF,CSF1,EPHA2,SPP1,IL4R,CDKN1A,KITLG,IGF1R
WP4970	Galanin receptor pathway	3	20	1.47	0.61	0.0074	9606.ENSP00000376943,9606.ENSP00000384849,9606.ENSP00000385675	BCL2L11,CDKN1A,IL6
WP2877	Vitamin D receptor pathway	6	183	0.81	0.47	0.0133	9606.ENSP00000275525,9606.ENSP00000283147,9606.ENSP00000340983,9606.ENSP00000350896,9606.ENSP00000378517,9606.ENSP00000384849	IGFBP1,BMP6,LRRC25,EPHB4,SPP1,CDKN1A
WP530	Cytokines and inflammatory response	3	26	1.36	0.53	0.0137	9606.ENSP00000327513,9606.ENSP00000385675,9606.ENSP00000412237	CSF1,IL6,IL10
WP5095	Overview of proinflammatory and profibrotic mediators	5	126	0.9	0.46	0.0166	9606.ENSP00000306512,9606.ENSP00000327513,9606.ENSP00000378517,9606.ENSP00000385675,9606.ENSP00000412237	CXCL8,CSF1,SPP1,IL6,IL10
WP453	Inflammatory response pathway	3	30	1.3	0.49	0.0185	9606.ENSP00000162749,9606.ENSP00000365435,9606.ENSP00000379111	TNFRSF1A,TNFRSF1B,IL4R
WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	3	31	1.28	0.48	0.0195	9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000389326	CXCL8,IL6,ACE2
WP5088	Prostaglandin signaling	3	32	1.27	0.48	0.0204	9606.ENSP00000306512,9606.ENSP00000327513,9606.ENSP00000385675	CXCL8,CSF1,IL6
WP5083	Neuroinflammation and glutamatergic signaling	5	140	0.85	0.43	0.0226	9606.ENSP00000162749,9606.ENSP00000365435,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000412237	TNFRSF1A,TNFRSF1B,IL4R,IL6,IL10
WP5115	Network map of SARS-CoV-2 signaling pathway	6	218	0.74	0.4	0.0247	9606.ENSP00000302935,9606.ENSP00000306512,9606.ENSP00000338171,9606.ENSP00000385675,9606.ENSP00000389326,9606.ENSP00000412237	IL16,CXCL8,SKAP1,IL6,ACE2,IL10
WP254	Apoptosis	4	83	0.98	0.43	0.0248	9606.ENSP00000162749,9606.ENSP00000365435,9606.ENSP00000376943,9606.ENSP00000497069	TNFRSF1A,TNFRSF1B,BCL2L11,IGF1R
WP5285	Immune infiltration in pancreatic cancer	3	38	1.2	0.44	0.0284	9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000412237	CXCL8,IL6,IL10
WP3941	Oxidative damage response	3	39	1.18	0.43	0.0295	9606.ENSP00000363773,9606.ENSP00000365435,9606.ENSP00000384849	C1QA,TNFRSF1B,CDKN1A
WP2806	Complement system	4	96	0.92	0.38	0.0373	9606.ENSP00000295927,9606.ENSP00000378517,9606.ENSP00000415283,9606.ENSP00000436607	PTX3,SPP1,ICAM2,ADM
WP5198	Inflammatory bowel disease signaling	3	43	1.14	0.4	0.0373	9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000412237	IL4R,IL6,IL10
WP5166	Glyoxylate metabolism	2	11	1.56	0.41	0.0416	9606.ENSP00000302620,9606.ENSP00000368066	AGXT,HAO1
WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	3	47	1.1	0.38	0.0435	9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000462468	CXCL8,IL6,YES1
WP2848	Pluripotent stem cell differentiation pathway	3	47	1.1	0.38	0.0435	9606.ENSP00000327513,9606.ENSP00000385675,9606.ENSP00000495951	CSF1,IL6,KITLG
WP4495	IL-10 anti-inflammatory signaling pathway 	2	12	1.52	0.4	0.0445	9606.ENSP00000385675,9606.ENSP00000412237	IL6,IL10
WP5090	Complement system in neuronal development and plasticity	4	105	0.88	0.36	0.0445	9606.ENSP00000295408,9606.ENSP00000301178,9606.ENSP00000331831,9606.ENSP00000363773	MERTK,AXL,GAS6,C1QA
WP1434	Osteopontin signaling	2	13	1.49	0.38	0.0486	9606.ENSP00000361850,9606.ENSP00000378517	PLAU,SPP1
