#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP3931	Embryonic stem cell pluripotency pathways	5	116	0.93	0.47	0.0158	9606.ENSP00000262320,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000305769,9606.ENSP00000500582	AXIN1,FGF2,EGF,SMAD1,AKT3
WP4205	MET in type 1 papillary renal cell carcinoma	4	58	1.14	0.5	0.0158	9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000384849,9606.ENSP00000500582	CRKL,SRC,CDKN1A,AKT3
WP5072	Modulators of TCR signaling and T cell activation	4	61	1.12	0.49	0.0158	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000391592	GRAP2,SH2B3,LAT,PTPN6
WP4754	IL-18 signaling pathway	7	271	0.71	0.42	0.0193	9606.ENSP00000248553,9606.ENSP00000296026,9606.ENSP00000297350,9606.ENSP00000311032,9606.ENSP00000349446,9606.ENSP00000355330,9606.ENSP00000356505	HSPB1,CXCL3,TNFRSF11B,CASP3,ARG1,TGM2,NCF2
WP5095	Overview of proinflammatory and profibrotic mediators	5	126	0.9	0.45	0.0193	9606.ENSP00000006053,9606.ENSP00000263851,9606.ENSP00000296026,9606.ENSP00000296027,9606.ENSP00000472467	CX3CL1,IL7,CXCL3,CXCL5,CXCL17
WP4216	Chromosomal and microsatellite instability in colorectal cancer 	4	72	1.04	0.46	0.0203	9606.ENSP00000262320,9606.ENSP00000311032,9606.ENSP00000384849,9606.ENSP00000500582	AXIN1,CASP3,CDKN1A,AKT3
WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	3	33	1.26	0.45	0.0261	9606.ENSP00000297350,9606.ENSP00000300026,9606.ENSP00000327801	TNFRSF11B,PPIB,P4HB
WP2261	Glioblastoma signaling pathways	4	82	0.99	0.42	0.0289	9606.ENSP00000362680,9606.ENSP00000366306,9606.ENSP00000384849,9606.ENSP00000500582	SRC,SPRY2,CDKN1A,AKT3
WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	5	143	0.84	0.4	0.0289	9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000311032,9606.ENSP00000356505,9606.ENSP00000362680	NCK2,STAT5B,CASP3,NCF2,SRC
WP4806	EGFR tyrosine kinase inhibitor resistance	4	83	0.98	0.42	0.0289	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000500582	FGF2,EGF,SRC,AKT3
WP2828	Bladder cancer	3	39	1.18	0.41	0.0350	9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000384849	EGF,SRC,CDKN1A
WP3937	Microglia pathogen phagocytosis pathway	3	40	1.17	0.41	0.0350	9606.ENSP00000356505,9606.ENSP00000378845,9606.ENSP00000391592	NCF2,LAT,PTPN6
WP4262	Breast cancer pathway	5	154	0.81	0.38	0.0350	9606.ENSP00000262320,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000384849,9606.ENSP00000500582	AXIN1,FGF2,EGF,CDKN1A,AKT3
WP69	T-cell receptor signaling pathway	4	90	0.95	0.39	0.0350	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378845	GRAP2,SH2B3,CRKL,LAT
WP4746	Thyroid hormones production and peripheral downstream signaling effects	4	93	0.93	0.39	0.0360	9606.ENSP00000013125,9606.ENSP00000265052,9606.ENSP00000362680,9606.ENSP00000500582	MAP4K5,MGLL,SRC,AKT3
WP4136	Fibrin complement receptor 3 signaling pathway	3	43	1.14	0.4	0.0384	9606.ENSP00000296026,9606.ENSP00000362680,9606.ENSP00000479889	CXCL3,SRC,IRAK4
WP4172	PI3K-Akt signaling pathway	7	336	0.62	0.34	0.0397	9606.ENSP00000263851,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000296181,9606.ENSP00000321326,9606.ENSP00000384849,9606.ENSP00000500582	IL7,FGF2,EGF,ITGB5,F2R,CDKN1A,AKT3
WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	3	45	1.12	0.39	0.0409	9606.ENSP00000013125,9606.ENSP00000296181,9606.ENSP00000362680	MAP4K5,ITGB5,SRC
WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	3	47	1.1	0.38	0.0447	9606.ENSP00000293328,9606.ENSP00000362680,9606.ENSP00000462468	STAT5B,SRC,YES1
