#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP437	EGF/EGFR signaling pathway	6	162	0.87	0.47	0.0151	9606.ENSP00000233154,9606.ENSP00000265171,9606.ENSP00000276420,9606.ENSP00000293328,9606.ENSP00000362680,9606.ENSP00000366306	NCK2,EGF,DOK2,STAT5B,SRC,SPRY2
WP4970	Galanin receptor pathway	3	20	1.47	0.53	0.0151	9606.ENSP00000355124,9606.ENSP00000384849,9606.ENSP00000385675	KRT19,CDKN1A,IL6
WP1539	Angiogenesis	3	23	1.41	0.51	0.0168	9606.ENSP00000264498,9606.ENSP00000305769,9606.ENSP00000362680	FGF2,SMAD1,SRC
WP304	Kit receptor signaling pathway	4	59	1.13	0.49	0.0168	9606.ENSP00000293328,9606.ENSP00000362680,9606.ENSP00000391592,9606.ENSP00000428924	STAT5B,SRC,PTPN6,LYN
WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	4	62	1.11	0.49	0.0168	9606.ENSP00000339186,9606.ENSP00000378845,9606.ENSP00000391592,9606.ENSP00000442600	GRAP2,LAT,PTPN6,DAG1
WP4155	Endometrial cancer	4	63	1.1	0.49	0.0168	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000384849,9606.ENSP00000500582	FGF2,EGF,CDKN1A,AKT3
WP4172	PI3K-Akt signaling pathway	8	336	0.68	0.42	0.0168	9606.ENSP00000263851,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000321326,9606.ENSP00000324856,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000500582	IL7,FGF2,EGF,F2R,STK11,CDKN1A,IL6,AKT3
WP5072	Modulators of TCR signaling and T cell activation	4	61	1.12	0.49	0.0168	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000391592	GRAP2,SH2B3,LAT,PTPN6
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	4	66	1.08	0.48	0.0172	9606.ENSP00000296026,9606.ENSP00000354901,9606.ENSP00000385675,9606.ENSP00000472467	CXCL3,CXCL9,IL6,CXCL17
WP4255	Non-small cell lung cancer	4	72	1.04	0.45	0.0224	9606.ENSP00000265171,9606.ENSP00000293328,9606.ENSP00000384849,9606.ENSP00000500582	EGF,STAT5B,CDKN1A,AKT3
WP2037	Prolactin signaling pathway	4	76	1.02	0.43	0.0259	9606.ENSP00000293328,9606.ENSP00000300026,9606.ENSP00000362680,9606.ENSP00000391592	STAT5B,PPIB,SRC,PTPN6
WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	3	33	1.26	0.44	0.0273	9606.ENSP00000297350,9606.ENSP00000300026,9606.ENSP00000327801	TNFRSF11B,PPIB,P4HB
WP2261	Glioblastoma signaling pathways	4	82	0.99	0.41	0.0310	9606.ENSP00000362680,9606.ENSP00000366306,9606.ENSP00000384849,9606.ENSP00000500582	SRC,SPRY2,CDKN1A,AKT3
WP4666	Hepatitis B infection	5	150	0.82	0.38	0.0345	9606.ENSP00000293328,9606.ENSP00000362680,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000500582	STAT5B,SRC,CDKN1A,IL6,AKT3
WP51	Regulation of actin cytoskeleton	5	149	0.82	0.38	0.0345	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000321326,9606.ENSP00000376367,9606.ENSP00000432472	FGF2,EGF,F2R,WASF1,BRK1
WP3937	Microglia pathogen phagocytosis pathway	3	40	1.17	0.4	0.0382	9606.ENSP00000378845,9606.ENSP00000391592,9606.ENSP00000428924	LAT,PTPN6,LYN
WP69	T-cell receptor signaling pathway	4	90	0.95	0.38	0.0382	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000385675	GRAP2,SH2B3,LAT,IL6
WP4746	Thyroid hormones production and peripheral downstream signaling effects	4	93	0.93	0.38	0.0398	9606.ENSP00000013125,9606.ENSP00000265052,9606.ENSP00000362680,9606.ENSP00000500582	MAP4K5,MGLL,SRC,AKT3
WP3888	VEGFA-VEGFR2 signaling	8	428	0.57	0.33	0.0417	9606.ENSP00000248553,9606.ENSP00000285735,9606.ENSP00000327801,9606.ENSP00000356436,9606.ENSP00000362680,9606.ENSP00000369081,9606.ENSP00000376367,9606.ENSP00000391592	HSPB1,RHOC,P4HB,PLA2G4A,SRC,TXNDC5,WASF1,PTPN6
WP4136	Fibrin complement receptor 3 signaling pathway	3	43	1.14	0.39	0.0417	9606.ENSP00000296026,9606.ENSP00000362680,9606.ENSP00000385675	CXCL3,SRC,IL6
WP2848	Pluripotent stem cell differentiation pathway	3	47	1.1	0.37	0.0498	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000385675	FGF2,EGF,IL6
WP75	Toll-like receptor signaling pathway	4	102	0.89	0.35	0.0498	9606.ENSP00000354901,9606.ENSP00000361359,9606.ENSP00000385675,9606.ENSP00000500582	CXCL9,CD40,IL6,AKT3
