#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	4	62	1.1	0.51	0.0133	9606.ENSP00000339186,9606.ENSP00000378845,9606.ENSP00000391592,9606.ENSP00000442600	GRAP2,LAT,PTPN6,DAG1
WP3931	Embryonic stem cell pluripotency pathways	5	116	0.93	0.49	0.0133	9606.ENSP00000262320,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000305769,9606.ENSP00000500582	AXIN1,FGF2,EGF,SMAD1,AKT3
WP4172	PI3K-Akt signaling pathway	8	336	0.67	0.44	0.0133	9606.ENSP00000222271,9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000321326,9606.ENSP00000384849,9606.ENSP00000500582	COMP,CSF3,IL7,FGF2,EGF,F2R,CDKN1A,AKT3
WP5072	Modulators of TCR signaling and T cell activation	4	61	1.11	0.51	0.0133	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000391592	GRAP2,SH2B3,LAT,PTPN6
WP530	Cytokines and inflammatory response	3	26	1.36	0.53	0.0133	9606.ENSP00000225474,9606.ENSP00000263851,9606.ENSP00000379110	CSF3,IL7,CXCL1
WP306	Focal adhesion	6	195	0.78	0.44	0.0165	9606.ENSP00000222271,9606.ENSP00000265171,9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000469413,9606.ENSP00000500582	COMP,EGF,CRKL,SRC,PAK4,AKT3
WP4216	Chromosomal and microsatellite instability in colorectal cancer 	4	72	1.04	0.48	0.0172	9606.ENSP00000262320,9606.ENSP00000311032,9606.ENSP00000384849,9606.ENSP00000500582	AXIN1,CASP3,CDKN1A,AKT3
WP2261	Glioblastoma signaling pathways	4	82	0.98	0.43	0.0259	9606.ENSP00000362680,9606.ENSP00000366306,9606.ENSP00000384849,9606.ENSP00000500582	SRC,SPRY2,CDKN1A,AKT3
WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	5	143	0.84	0.41	0.0259	9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000311032,9606.ENSP00000356505,9606.ENSP00000362680	NCK2,STAT5B,CASP3,NCF2,SRC
WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	7	301	0.66	0.38	0.0259	9606.ENSP00000222271,9606.ENSP00000225474,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000321326,9606.ENSP00000384849,9606.ENSP00000500582	COMP,CSF3,FGF2,EGF,F2R,CDKN1A,AKT3
WP4806	EGFR tyrosine kinase inhibitor resistance	4	83	0.98	0.43	0.0259	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000500582	FGF2,EGF,SRC,AKT3
WP2371	Parkinsons disease pathway	3	38	1.19	0.44	0.0263	9606.ENSP00000258080,9606.ENSP00000311032,9606.ENSP00000312664	HTRA2,CASP3,CASP2
WP2828	Bladder cancer	3	39	1.18	0.44	0.0263	9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000384849	EGF,SRC,CDKN1A
WP4262	Breast cancer pathway	5	154	0.81	0.4	0.0263	9606.ENSP00000262320,9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000384849,9606.ENSP00000500582	AXIN1,FGF2,EGF,CDKN1A,AKT3
WP4263	Pancreatic adenocarcinoma pathway	4	86	0.96	0.42	0.0263	9606.ENSP00000265171,9606.ENSP00000384849,9606.ENSP00000469413,9606.ENSP00000500582	EGF,CDKN1A,PAK4,AKT3
WP4298	Acute viral myocarditis	4	85	0.97	0.42	0.0263	9606.ENSP00000311032,9606.ENSP00000312664,9606.ENSP00000362680,9606.ENSP00000442600	CASP3,CASP2,SRC,DAG1
WP51	Regulation of actin cytoskeleton	5	149	0.82	0.41	0.0263	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000321326,9606.ENSP00000376367,9606.ENSP00000469413	FGF2,EGF,F2R,WASF1,PAK4
WP5285	Immune infiltration in pancreatic cancer	3	38	1.19	0.44	0.0263	9606.ENSP00000296027,9606.ENSP00000379110,9606.ENSP00000474412	CXCL5,CXCL1,CCL5
WP3937	Microglia pathogen phagocytosis pathway	3	40	1.17	0.44	0.0264	9606.ENSP00000356505,9606.ENSP00000378845,9606.ENSP00000391592	NCF2,LAT,PTPN6
WP69	T-cell receptor signaling pathway	4	90	0.94	0.42	0.0264	9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378845	GRAP2,SH2B3,CRKL,LAT
WP4746	Thyroid hormones production and peripheral downstream signaling effects	4	93	0.93	0.41	0.0282	9606.ENSP00000013125,9606.ENSP00000265052,9606.ENSP00000362680,9606.ENSP00000500582	MAP4K5,MGLL,SRC,AKT3
WP4136	Fibrin complement receptor 3 signaling pathway	3	43	1.14	0.42	0.0301	9606.ENSP00000296026,9606.ENSP00000362680,9606.ENSP00000479889	CXCL3,SRC,IRAK4
WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	3	45	1.12	0.41	0.0333	9606.ENSP00000013125,9606.ENSP00000362680,9606.ENSP00000469413	MAP4K5,SRC,PAK4
WP2203	Thymic stromal lymphopoietin (TSLP) signaling pathway	3	47	1.1	0.4	0.0366	9606.ENSP00000293328,9606.ENSP00000362680,9606.ENSP00000462468	STAT5B,SRC,YES1
WP4747	Netrin-UNC5B signaling pathway	3	52	1.06	0.37	0.0471	9606.ENSP00000311032,9606.ENSP00000362680,9606.ENSP00000380942	CASP3,SRC,ARHGEF12
WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	3	52	1.06	0.37	0.0471	9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000500582	EGF,SRC,AKT3
WP395	IL-4 signaling pathway	3	54	1.04	0.36	0.0488	9606.ENSP00000276420,9606.ENSP00000293328,9606.ENSP00000391592	DOK2,STAT5B,PTPN6
WP4659	Gastrin signaling pathway	4	113	0.84	0.35	0.0488	9606.ENSP00000311032,9606.ENSP00000362680,9606.ENSP00000384849,9606.ENSP00000462468	CASP3,SRC,CDKN1A,YES1
