#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP2877	Vitamin D receptor pathway	6	183	0.81	0.42	0.0233	9606.ENSP00000220772,9606.ENSP00000242786,9606.ENSP00000275525,9606.ENSP00000340983,9606.ENSP00000367608,9606.ENSP00000370473	SFRP1,ADGRE5,IGFBP1,LRRC25,CA9,IGFBP3
WP3624	Lung fibrosis	4	63	1.1	0.45	0.0233	9606.ENSP00000222390,9606.ENSP00000306512,9606.ENSP00000361850,9606.ENSP00000385675	HGF,CXCL8,PLAU,IL6
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	4	66	1.08	0.45	0.0233	9606.ENSP00000203629,9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000389326	LAG3,CXCL8,IL6,ACE2
WP5284	Cell interactions of the pancreatic cancer microenvironment	3	25	1.38	0.47	0.0233	9606.ENSP00000203629,9606.ENSP00000327513,9606.ENSP00000378786	LAG3,CSF1,HLA-DRA
WP530	Cytokines and inflammatory response	3	26	1.36	0.47	0.0233	9606.ENSP00000327513,9606.ENSP00000378786,9606.ENSP00000385675	CSF1,HLA-DRA,IL6
WP5322	CKAP4 signaling pathway map	5	114	0.94	0.43	0.0233	9606.ENSP00000009530,9606.ENSP00000162749,9606.ENSP00000361850,9606.ENSP00000370542,9606.ENSP00000385675	CD74,TNFRSF1A,PLAU,SDC1,IL6
WP5095	Overview of proinflammatory and profibrotic mediators	5	126	0.9	0.43	0.0235	9606.ENSP00000006053,9606.ENSP00000306512,9606.ENSP00000327513,9606.ENSP00000375086,9606.ENSP00000385675	CX3CL1,CXCL8,CSF1,CCL25,IL6
WP453	Inflammatory response pathway	3	30	1.3	0.45	0.0257	9606.ENSP00000162749,9606.ENSP00000365435,9606.ENSP00000379111	TNFRSF1A,TNFRSF1B,IL4R
WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	3	31	1.28	0.45	0.0267	9606.ENSP00000306512,9606.ENSP00000385675,9606.ENSP00000389326	CXCL8,IL6,ACE2
WP5088	Prostaglandin signaling	3	32	1.27	0.44	0.0276	9606.ENSP00000306512,9606.ENSP00000327513,9606.ENSP00000385675	CXCL8,CSF1,IL6
WP5323	Fatty Acids and Lipoproteins Transport in Hepatocytes	8	380	0.62	0.37	0.0276	9606.ENSP00000259486,9606.ENSP00000295834,9606.ENSP00000333664,9606.ENSP00000341141,9606.ENSP00000352071,9606.ENSP00000365081,9606.ENSP00000405453,9606.ENSP00000485276	ENPP2,FABP1,ACAA1,SIGLEC1,CD163,APOM,MSR1,SCARF2
WP3614	Photodynamic therapy-induced HIF-1 survival signaling	3	36	1.22	0.41	0.0345	9606.ENSP00000275525,9606.ENSP00000314897,9606.ENSP00000370473	IGFBP1,ANGPT2,IGFBP3
WP4329	miRNA role in immune response in sepsis	3	37	1.21	0.41	0.0356	9606.ENSP00000294728,9606.ENSP00000306512,9606.ENSP00000385675	VCAM1,CXCL8,IL6
WP289	Myometrial relaxation and contraction pathways	5	156	0.8	0.36	0.0421	9606.ENSP00000224784,9606.ENSP00000275525,9606.ENSP00000297494,9606.ENSP00000370473,9606.ENSP00000385675	ACTA2,IGFBP1,NOS3,IGFBP3,IL6
WP4146	Macrophage markers	2	9	1.65	0.41	0.0421	9606.ENSP00000009530,9606.ENSP00000352071	CD74,CD163
WP4846	SARS-CoV-2 and COVID-19 pathway	2	10	1.6	0.39	0.0475	9606.ENSP00000345344,9606.ENSP00000389326	CTSL,ACE2
